date_time,username,user_id,post_type,text,text_uncut,image
2022-11-11 15:20:34,Atichart Yp,100013692422062,ประกาศของหาย,"['‼', 'เจอ', 'นก', 'หน้า', 'ตึก', 'คณะ', 'สถาปัตย์', 'นก', 'หาย', 'ติดต่อ', '0954073841', 'เพื่อน', 'เลี้ยง', 'โทร', 'เพื่อน', 'ขอรับ', 'นก', 'คืน', 'bell', 'pasine', '‼⁉']",‼เจอนกที่หน้าตึกคณะสถาปัตย์ครับ นกใครหายสามารถติดต่อได้ที่ 0954073841 เพื่อนเอาไปเลี้ยงให้ก่อน สามารถโทรบอกเพื่อนเพื่อขอรับนกคืนได้เลยครับBell Pasinee ‼⁉,https://m.facebook.com/photo/view_full_size/?fbid=1510217569444643&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY_8hZcUTV4FbKfFETBLQUWDR4ld23dOsqYSKllqQGUSl8HyGwRKW_kSj0Pd2oybf0mytG18taPjC5acCXOEq1xP3M0Jw3LpNPSGiQJiEPZSepFLSYqvGZoj4Hva1JAZwjWHw3TXRtuavXN8dvf6txzcAI2uqF7XdWqnKXXDYdG2xqeok9Oi5TmdayZsGrPlYKqSHIF_UMrHF9Fu5gnTaVv24uRGrXd7ePbrQCQk66wVLQgjTpJ3XVV76nUNA5aiT9BJAqDX0ybAto4Ar6dMCL3eOYzh0C-fKgH5-kuZSHttAZZajLHViJjsFdGKi8cHBMvcgJ2TyAmFpf9HgDJX43UGhGNSElNFwgqLIBEgAG3nHeSLd1n59rj8KfiPyOrmN3FmrxwCEDx1fCedaY9wfPpIkXgkrznt2EOSBYT3vkxUNslmtjGyxLYWu2TM56OA5pLr52dQ97Ka12SlDUDYaBh45IDWtu_KFOQhWzS6-0KNROOOcq4obfj01w80Fd1hdXVgFyQUpWF6lb7uwMOksV4V3LXgyLT2zMnRGWKKadgit0nSflqFWpxW00TV_i7zcGVsAaj8GGW97Cf3vbuTZYxMVUWOwltwodWhhoZ2dU508BMaeC1k8g17BegFpzIDdE_UaieXU7jWv9PqajvMHlYZt0T60542r6mspGCt0f7Ug2LBy_4-_SFVd0WJ0UITufmQweIWNkPPYkCgKEZyxAJiR-nG0WGe2ilEz2Q7qDw9SNKSVJ6XNFWC03D5nQ38kUmjEuq8Q-MGmBwxgvX2TO5MBKOW2CFIXuFsX28oV8-uVhK36q6Ijy5pHNvs40JqjVD66O4xk44NcVHNdCifa8TrXoeUyDjamNpHdwDHlEYA0t_LHO-Flt7RsbVhNxOJmkpG77eDNyeamCjoLPBmjl7lxw5wp_3wljgmdjMYds17UP7OaTZXOTUJGKSNj6MirTNtyFsGUgQ05RIXza_Cs0O1QSnE5an2rklQaE9fTlmJlqAYVcSpqb30kAn8ujhDFc7KxUSkalRdsp-BrtIFsRYgwOl7esmVRODyGoxtibRQb1vgS3fUr6QBdrL9bNtlzWshI3Rehfsxtgt9uJS74C6QABD19_YQmhxsmUyKbn4&__tn__=%2Cg
2022-11-11 20:36:51,Adil Seri,100007255426958,ประกาศของซื้อขาย,"['ขาย', 'ตั๋วหนัง', 'black', 'panther', 'โรง', 'เมเจอร์', 'gateway', 'พรุ่งนี้', '121165', '1420', 'พากย์', 'ไทย', '180']",ขายตั๋วหนังBLACK PANTHER โรงเมเจอร์Gateway พรุ่งนี้ 121165 1420 พากย์ไทย 180,https://m.facebook.com/photo/view_full_size/?fbid=3292190671032748&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY-cmej__WuKAVQn8ws0NagFNGtEuKQsUa6C40ThvkdtlZuhXy1907J-\-\uaFHvQ3y0xZur_uElbgQhN5u9Zl7FH0hZ-I-G7NLNP4K7TNn58SBEqO-GcN6frejUMR8zC8Il64lQ1mq208L2Mvi8cmsZH05i1FTDEXqcIN6c9sFKw4A935yAH5EedoGK1V1ZBoQS_igI56F0P7ztfgKjOIeR5wU0XnlaKpnjyw5_ViyWegi_aVrxH8mpehSW5ziItLIS_wd1WnXIg7K34FqdRrL7TQJGVSDsQfxfcLtXYck25v7kSsP12F1s1ZAF91TTakO5azHIX-2R5r2yGyqmZGuOsHYLhZMW9RfECPlqV7aaRdXjMWTT1WZ1mXslekvxDbNqxzrCYjKjz-56yNHzookK84A0IrIWx-jLxyam-SwDyzsLz2WZ16WwUI566kAyhNd1b-modXjWeJR2LatCk-TdwinvniLO1NAo3eKmfLBw5094kYkrY6awiQwk5V9BePIBtAjaCxEYLQK2NDWpt8hvgkrtLRTOWBhHT4_qFu4Sgsdw_-v-lwc9ib-d_3Y5273spK2_uXJS_2qJcpTi7HZYaUboJD-XKmH27vXPHOlBPwejvRHHxaFCskd0cLkh9Ioawop2hjmuVpYO_nRoQbP0ZXdZPsVlEs17agOEMeuKsFaNp-OK2w56OcPeUKpQym2MxyXVb2p0YFEFvsDK3no06t7TNL72qdpx0ltxJPLkRaLpohlWAXVwr69goIto7h4flChoMX5OdbZsmqM_PE9vqQ3Ru2Hj5tVenjIbcPlzDw0cjjgzhMb6g7Leq7Ybc9W8tPu7DrQQ_gM2VHSpmuIFtiDSbMAdUPBtm-_maIX3u7RoQ2Yc9H4db8JG5i10uvEH-ijDhPGG8CBa31ICKquLi2lLX2INziO8hSEj7Vn9Zh24bl98ZJVZWskijc2XmdlGynClRFoLlIS25J69knAAYPqn2TY3cYTIrutxg3Ql_oJcSdNGGp-D_yb6RuDD9wtLfDHzNZnnYytqFH1U_3q3sHyW7m_1u5p98IEsbnYSOUeRWVxCojqmdFycljsLQFoCmfxEauv4-8_VNIFWeVIOByywfF4SI2nySRKYHKr70&__tn__=%2Cg
2022-11-11 17:06:44,Pimmada Sangcharoen,100026688555215,ประกาศของซื้อขาย,"['ขาย', 'สัญญา', 'หอพัก', 'time', 'mansion', 'ต้นเดือน', 'ธันวา', 'สัญญา', '10000', 'บาท', 'ห้อง', 'เดือน', '4600', 'จ่าย', 'ต้นเดือน', 'ถัดไป', '•', 'ค่าน้ำ', '4', 'หน่วย', '100', '฿', 'หน่วย', 'ต่อไป', '17', 'ไฟ', '7', 'มีค่า', 'สแกน', 'ลายนิ้วมือ', '50', 'บาท', '•', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ตู้เสื้อผ้า', '3', 'ประตู', '•', 'wifi', 'ฟรี', 'ซื้อ', 'ท์', 'เต', 'อร', '์', '1000', 'จ่าย', 'จบ', '•', 'หอ', 'ร้านตัดผม', 'ร้าน', 'กินแถว', '•', 'เซเว่น', 'วิน', 'มอไซด์', 'สอบถาม', 'linerrttyy', '1234', 'tel', '0612845668', 'สนใจ', 'inbox', 'ขาย', 'สัญญา', 'หอพัก']",ขายสัญญาหอพัก Time mansion พร้อมเข้าอยู่ต้นเดือนธันวา ค่าสัญญา10000บาท ค่าห้องเดือนละ4600 จ่ายต้นเดือนถัดไป •ค่าน้ำ4หน่วยแรก100฿ หน่วยต่อไป17 ค่าไฟ7 มีค่าสแกนลายนิ้วมือ50บาทเพิ่มเติม •มีแอร์เครื่องทำน้ำอุ่นตู้เสื้อผ้า3ประตู •wifi ฟรีซื้อเราท์เตอร์เพิ่มได้1000จ่ายจบ •ใต้หอมีร้านตัดผม ร้านของกินแถวนี้เยอะมาก •ใกล้เซเว่นมาก ใกล้วินมอไซด์ สอบถามเพิ่มเติม Linerrttyy1234 Tel0612845668 สนใจ inbox ได้เลย ขายสัญญาหอพัก,https://m.facebook.com/photo/view_full_size/?fbid=1168876624011945&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-11-05 10:46:26,Jongrak M Alyx,100001478470216,ประกาศของหาย,"['ขออนุญาต', 'สอบถาม', 'ค', '่ะ', 'ทำ', 'สูญหาย', 'ใ', 'นม', 'ค', 'ืน', 'ตรงไหน', 'เหรอ', 'คาด', 'ลืม', 'ตึก', 'ส', 'ถา', 'ปัตย์', 'ค่', 'ะ']",ขออนุญาตสอบถามค ่ะ ถ้าทำของสูญหายใ นมสามารถไปตามค ืนได้ตรงไหนบ้าง เหรอคะ คาดว่าน่าจะลืม ไว้ที่ตรงตึกสถา ปัตย์เมื่อวานค่ ะ,
2022-11-11 16:55:46,Bam Worralak,100028538801507,ประกาศของซื้อขาย,"['ขาย', 'เข็มขัด', 'หัว', 'ค้า', 'ซื้อ', '120', 'บาท', 'คับ']",ขายเข็มขัดพร้อมหัวค้า ซื้อมาใช้แค่ครั้งเดียว 120บาทคับ,https://m.facebook.com/photo/view_full_size/?fbid=950720639222554&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY-p2VBUysbRJ7QzkPZVlxv7VJC26YFfZnXKUepDEnHqu60kVPMz85EU72RrS3rsZfXammTP8o1WGLqeXmOFuX_YXkw4gXtj0zjjD9s07EsIILGPfGivfG9PmxtPZ3Be1Nh9B8p_2Tzl_ilJRq7oeNe771fO9hNnq0n9gZM7I5lcOs_qbHh3UnH7E7aFviQWTj3Rs0erexO8oXNHVrDoui8xZcxhnSXc0-CSBAn_ZjYcrs_oAthIjbpDW4AmaNMvJr-oMvzvzHzdKWjC4guddS7gP_VHKK5pA8ofoePMMy1iIlYmj9IO_JgLNopvfG301EUvMVTsGw1bNuoku-ISQBjbKGWXa7tofG7cYqZRFq-x433aeRP_3dv1LuU3AYs9igck5qe9qeZglsC9NSTZNuEEhPgd6mpOAaOj2qnKTOIaOJaRymBAyMfPOKQLYv6hd1G5UEjQxOzdKO8m-gHlsAXWCqnP6TjsNR42INSX1kO0NWZg2QcBWyo0iR-N5gu_Yq9Kk9419QlB5NNXi-mtoQsmOhdE406j5s6I9kmKEPlW_Og1YMa6R2jhGs5JakiRKa_zU3m9lChbFXzIcYUmnjnxkA4Vrzgh-T6M-uNkuebrcJ_uS7KjE8kiWJNPichUTlhUPLk_TPXkntwKYmVMYLoALWedZxPY99UPZjuIAGCVFtaG9L5keiZlOcNyzXqT62r1BuJU2sqJXeFuv7qRmIzpImSRPoj_XdPt5aTKLW92fzY6L22wC317QB940waBYCh8k5djZ-AwVAJdolgfn3lu1xs-H9OOAioA86SrBKcdq_M2Gat2pv4aAE1aqzlS8p_xTSy6zAXSGfBBHbHU9TEypH7a8Ag-ynaqYpwRZReKb2eGXIHPkqdhklnH5ilQ-kGsz-y5PnrbUKbNDPX9t_WhyoJAMv34NwnkrjQKtbHNAEkhGkflHoo-Emt4uViWAOj-9ZK3MvXoPNHreQaT5_VGmETZpAS-oMXNBD3O8g3dkXizlajGLQccrGElL9bP3-4unEVm0W-rHcM1u4cTVsb7pB2xQrP-EkeQqUFsZds6M9bMeIRdYJL0pYzOfzm32rnRJ5H5a4FC2J7mSkKteS5xBqR2leItu6qi3J7GTA&__tn__=%2Cg
2022-11-11 16:12:36,Wang Pakamon,100015789728248,ประกาศของซื้อขาย,"['ร้าน', 'ขาย', 'คอนแทคเลนส์', 'รายวัน', 'มอ']",มีร้านขายคอนแทคเลนส์รายวันมั้ยคะหลังมอ,
2022-11-11 10:53:13,Manassawee Ardwichian,100005597557558,ประกาศของซื้อขาย,"['ส่งต่อ', 'บัตร', 'the', 'toy', 'วันที่', '16', 'พย', 'sub', '10', 'ใบ', 'ใบ', '200', 'บาท', 'สะดวก', 'นัด', 'รับหน้า', 'งาน', 'เหมา', '4', 'ใบ', 'เลข', 'ออร์เดอร์', 'ให้ได้', 'line', 'mnswzj', 'แอด', 'สอบถาม', 'ค้าบ', 'บบ', 'ซื้อ', 'ลด', 'น้า']",ส่งต่อบัตร THE TOYS วันที่ 16 พยที่sub 10ใบค่า ใบละ200บาท พอดีไม่สะดวกไปแล้ว นัดรับหน้างานได้ค่ะ ถ้าเหมา4ใบ ส่งเลขออร์เดอร์ให้ได้เลยค่ะ line mnswzj แอดมาสอบถามได้ค้าบบบ ซื้อเยอะลดได้น้า,
2022-11-09 17:01:53,Oat Pengdilok,100009058218408,ประกาศของซื้อขาย,"['ขาย', 'สัญญา', 'หอพัก', 'บ้าน', 'ร่มเย็น', 'สุข', '9000', 'บาท', 'ปกติ', '10000', 'ซอย', '171', 'ติดกับ', 'ซอย', '19', 'มหาลัย', 'รถ', 'พี่', 'วิน', 'เต็ม', 'หน้า', 'ซอย', '19', 'พี่', 'วิน', '20', 'บาท', 'ม', 'โพส', 'ขาย', 'ล่วงหน้า', 'ผม', 'ออกจาก', 'หอ', 'วันที่', '18', 'พฤศจิกายน', 'สนใจ', 'inbox', 'หอ', 'เดือน', '5000', 'บาท']",ขายสัญญาหอพักบ้านร่มเย็นมีสุข 9000 บาท ปกติ 10000 อยู่ซอย 171 อยู่ติดกับซอย 19 ไม่ไกลจาก มหาลัยด้วยครับ ถ้าไม่มีรถมาใช้ พี่วินมีเต็มเลยหน้าซอย 19 พี่วินคิด 20 บาท ถึงหลัง ม เลยครับ โพสขายล่วงหน้าผมจะออกจากหอวันที่ 18 พฤศจิกายน สนใจinboxมาได้เลยครับ หอเดือนละ 5000 บาทครับ,https://m.facebook.com/photo/view_full_size/?fbid=3206911392954103&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-11-10 20:21:03,Santa Pkt,100070714001202,ประกาศของซื้อขาย,"['ส่งต่อ', 'กางเกง', 'นศ', 'swhite', '300', '฿', 'ซื้อ', 'จา', 'กร้าน', 'มอ', 'ไซส์', '26', 'เอว', '35', 'ซื้อ', 'ใส่']",ส่งต่อกางเกงนศ SWhite 300฿ ครับ ซื้อจากร้านในมอ ไซส์26 เอว35 พึ่งซื้อมาเมื่อวานยังไม่ได้ใส่เลยครับ,https://m.facebook.com/photo/view_full_size/?fbid=215129664187499&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY8FNxmkNxVad2II1o2KyQD5Uu7nnZP9c8QpqVMRst8RBlK9ApejP39nW3-NwtJcZQxnkiN0Drjp6Y3pCb1BFvan_WbZ2Po8Vvtp-yDUOjNnnitdRycr2iybkMUwApYycVmTFgl1k71Tq4DeXXaDCD1-A1WN4rZj0L-rC-Cfps-O9cySAQxMFAmCvp3QkG6z2F_UDhQWb_uxe1vcFNMzGixikeXV9Y2JtLa01G61dIbdIqMiKioshyFDT8FkdpVtrS4K4Qe-rVBc85OyNFkX8ZKr8QvaR7CJm0ObUqYkqZ1-L-1FPJ-yRmUjMMThm2J97wFFTKKVe5UgPvZav1oHXZmkyGe0vZGodzih7-rE0l-cvuxTkCsvqc3RWqVu0wT12F_JG_buFiU9CwDrkOV07RY662SM_pWD3pMeBhMKgMgOjyM-AnTCyAo2OzkXowEzOleKN2raixqF6Z1ihTRarpkjisgRove7Dpr0UFEeq8vdEZNLLEonCDPco6iIvVJUbkWKcJRbwj_bCi6_csjClf3qEV1_0VT2UbHRxcbWUnp24zJLHLBRL0t1Zd8yO8qXRxWthEnHt-\-\NBb-Nh-YVE6htz-qzXH5w1eDUdYDlBtItYmD5qzLmTukSQzC2GHjToSKlbg5FezV9Ui-rbT9edP9Rizt9fY3cAhzconujiY_ktEU-aZdsd0fwxv_dEPCb48Kj_jNX7F-kRFH1ojRmzhW6k1sFgtfw5-Gy3jNinPF1yTjbDPXYzJE2BHX1csC6dCmje6r5tjACPs43ogO92DapowYtotRbx3hGasT4lpOpNxcT3CfP9aVSSUOvAQ479Y2imlGdUs9PDDXkKSwLI-U2bxqZJjB2U9aRNIZccuwB7YlyWvS4GoEGsI7xWkIsCVe8iIDeauVyj6w5v8GUK68LvoqzO16LhBLFVu3oHAEz1amuHDoWfx62njn4ZhGYEB8uRsDv03b-0lkbiwjCb8Unrt4NaC6ybyNTZS5E1YqSEYmuw07S-YFHckpa0kNPiVwTFbdzJzo62bAIpHwcq0gQnBfFAE7sXO-OoDN2F0WM3xpEiiz2c9ZteMyHvnxk1BhZB9PbxTGRLztoCtTyTsLg9O4Rq-QbSY7ThF3a-A&__tn__=%2Cg
2022-11-10 15:10:07,Petchlada Dokjeng,100004541586953,ประกาศของซื้อขาย,"['เครื่องคิดเลข', 'รูป', 'ขาย', 'สนใจ']",ใครมีเครื่องคิดเลขแบบในรูปขายบ้างคะ สนใจค่ะ,https://m.facebook.com/photo/view_full_size/?fbid=2167414043419961&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY8wBkY6itoTi1ZiVHN1Kp51z-kj3UvwxWIV78mbsMwmrvjqKtzMQMxCdEqD3S4ItOd0Ea_q1a58rsMX-7taFdVq9_TccxLSynyKuJDYa-pbW9qwUg1JErSna-Kcig0laL5Mn73bk77jUcV5SCGH5YEmwuzrs2pTZtHhYkWXgJJodgH4wJB-zVWPDV5ZMvlTUpbqDp7thy2lITDeH3aFHH9w8ThOy1lwQQUgnq-75HoTMgyQzcOgttOSrjXcbNITWmclXS7WJInCf3rVmjrAPRGURC44rromYCDdI4eckf-Mn5rgXk-AFLEjxEERiwUP4cDjYyl8uyuJlJLBjHyrnhrhAwK5ojKX5Gnq8Ujr7GQX2IWicGHHDyzBbmuGGcjAzwW_-mUTHP7etC24MfIXEsYwFw9IU5MgzTQ13Y8cQ9-0TWT__qPBUxomK1Esk0DqWS00ZGbfwf3fij8aRXuGQaw-nGfE4vwOdmTzrOeKwqGjVcvbrjUUGql80BSCTwAZUXIokJKjbMXarQZItapnoDkUzrXMTKhWHSsu1hq-eft66llfCMf4gstHwUfjee5rtgNIQcp7znU-QXro0lr7bo5uT9fFyK2mMRB2sa1gAcOj5EIpbo0F98JzoIXgawb7gYNgFSWVGoKC16edY1RqzfGooPVHvQRWkx9aNQG_kz8-3nKrCjEhFFIzQQ4jhTZG0qevUzgroY_1_4o7tmN6j4yLxEjBv0u0sYz4fRaoHHJ9el471HjiSibzkMMfXq233EgD56zFtjM3eWuj-jYxrVURQuGPjsfhI0ICakCaRf-lJNlCpcnqtHwZsGEacYVDpU4b6-OTBqknvVgmd1g5CT7Lh1tYaPxyB3WpPQfXFHBxOo1MiHiB4p4rwHcARbIWjt7uj4DAVfAq0rNWzUwfGrh6YjNjigF4UN8FISZUaTVZLakSOpfq7yPa16biap924YK_qHVoyIoGHjqZEIE8xAzHliP5VoEl0hJRfm9M72ZWpq__Xk7klk07ECMbHSFY7NgQ-vFla1EzNaTsW4a1NCWb5_n2E0iUTPCO_MZXVpYOGyBuEGo2k4BJtSCv3ltxO4thDsoJdxDQ3m1qMivAFsc6eb4LBclXnSyd_1RCowg&__tn__=%2Cg
