date_time,username,user_id,post_type,text,image
2022-11-01 14:59:12,จี่นจี๊น.,100012103843251,ประกาศของหาย,"['ฝาก', 'เพื่อน', 'แชร์', 'พบเห็น', 'แอร์', 'พอร์ต', 'ใส่', 'เคส', 'มะเขือเทศ', 'อันนี้', 'มั่ง', 'เจอ', 'ติดต่อ', 'เฟส', 'ติดต่อ', '0632165887', 'ขอบคุณ', 'ล่วงหน้า']",https://m.facebook.com/photo/view_full_size/?fbid=1551491485264298&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-11-01 14:47:57,เดวิด เชง,100006305980242,ประกาศของซื้อขาย,"['ขาย', 'ตู้เย็น', 'toshiba', 'ตู้เย็น', '1', 'ประตู', 'รุ่น', 'grc', '189', 'sh', 'ขนาด', '64', 'คิว', 'สี', 'เงิน', 'อายุใช้งาน', '1', 'ปี', 'เครื่อง', 'ฟิต', 'ใบ', 'รับประกัน', 'ราคา', '2500', 'ราคา', '3000', 'หอ', 'line', 'vrone', '1']",https://m.facebook.com/photo/view_full_size/?fbid=3399829390237227&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-11-01 12:54:09,Suangsuda Srisuwan,100003730438145,ประกาศของซื้อขาย,"['หา', 'คน', 'ขาย', 'สัญญา', 'หอพัก', 's', '9', 'งับ', 'เข้าเดือน', 'พฤศจิกา', 'ปลายเดือน']",
2022-10-30 14:27:44,ฟีม ฟีม,100003684925456,ประกาศของซื้อขาย,"['ขาย', 'บัตร', 'big', 'mountain', '2022', 'จำนวน', '5', 'ใบ', 'บัตรแข็ง', 'ราคา', 'ใบ', '1650', 'บาท', 'ขาย', 'ติด', 'เรียน', 'คั้บบบบ', 'นัด', 'มอ']",https://m.facebook.com/photo/view_full_size/?fbid=2705174592948678&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY_A6rznfEgXTkRUi4qNAYBvCVaF9J7vC36ZND-EC5E-nEA1OaNygCydH5Ob7ihSsegMmiU19ClBkwn5XRe3IrPYCqhpGtE4ZO4IMuTbf7foR1dh3aGybfYTk_PW8quuSukjQlhX1-kSoeDTDC9pDwo2oZ3wf_eqjxNZSh7YyzM2XrUmalpfRhV3DdReN3Anhw-vNP9Btsmt4DAxJpU8fSaXzKOvM9z6LsqxgaIkPqCi2aQkuO1nnKRMA-i1pgQXWOAJQ_Cq6PHvpf0XW4n1Vmb_UwgTINiuqYiTwHZulXf4a09_LjnrH-9Pol_PKrI0aSS2MYeSa3WJh_JBoq1TN1bwHHAvV9ZKPf21NzHmTXwjJwaFsout5hSvZdSN9aKLsN3utcCP3nm99TKjq73TRY1Csj3vfm6pI2wE1RKHOehJpeIUylZ_6E5v4KcKHrCXDBVa1xjtknp4AwtONck-GVjE0ueYibA95h71rikNgXGTJqnJ7HHQrsYfIxPdffv1jy2ReLQafnCRlN3NMXMIsPyjju0OoOtndxDvlEMA-ZTNriT-w9rdLMU1n3tpYA660vmGoQ71rHeoZLq2bNWq8ekoYEKvw5XIL7yYx1OAwJtwRajtl06Qw7dCVrgI-YUIWwtRjpvc4b-ORGhXBZgEwSjSNAWr_RZj_7F_nRz6ZrqqDO5HbPlnes7S0zRxk-Vl-eOP-z2x4RZNknRVOIs5iaCeh1RHRnQ5XOSpkVHyZf8gq7uZhosiv4mK1Elk4eIDXt4gPweHuxgNNBJ_2HH83AvH2uN8W9qenP7Y4oryEbFTLSAXKK3soXbhGBcETtpzN1jqolkOyI5EcVZFH643ntudug08-EzMU8QQmNEJftUrHN6zKXw0qstyuVzhaJPf6zXGPTBN9iTswvElAsGhrLQTCYhj5p82MeDTiETW4dqzya2khhDkR6IxKjPwBjTwobEWhjWP0KMrFdavxziVjVlUA9-0hBZ6mN_TwAnPG8ennZBWogkYAkX6GWfNB_Ojog1yc0Y7THbuXyY2GqxKob27YXCY5zt2fWRjuAigaLRBQK6OtheES43q9wUsx0wHkzr2a_CAGJbnviT_RvyC6Hio3lCpmCSkKEfyh1Vtyak&__tn__=%2Cg
2022-07-01 15:21:59,Zika Nails,100041466803044,ประกาศของหาย,"['อัปเดต', 'แว่นตา', 'นักเรียน', 'สาขา', '2', 'มอ', 'นักเรียน', 'ผ่อน', 'ดอกเบี้ย', 'แจ้ง', 'มาจาก', 'เพจ', 'ลด', '15', 'อย่า', 'ลืม', 'แจ้ง', 'พี่', 'ช่าง', 'แว่น', '0948489961', 'นัด', 'เวลา', 'วัด', 'สายตา', 'ฟรี', 'เข้ามา', 'ปรึกษา', 'ฟรี', 'ร้าน', 'รับประกัน', 'เลน', '36', 'เดือน', 'ใส่', 'ใส่', 'ชัด', 'ฟรี', 'กรอบ', 'รับประกัน', '6', 'เดือน', 'ลอก', 'น็อต', 'หลุด', 'ดูแล', 'ฟรี', 'การใช้งาน']",https://m.facebook.com/photo/view_full_size/?fbid=897821154943436&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-10-31 20:15:14,As Aewitra,100022225521041,ประกาศของซื้อขาย,"['‼', 'ขาย', 'สัญญา', 'หอ', 'kin', 'hous', '‼', 'สัญญา', '8000', 'บาท', 'ลดเหลือ', '7500', 'เข้าเดือน', '5500', 'บาท', '13500', 'บาท', 'ราคา', 'ลด', 'ตอน', 'หมดสัญญา', 'ได้คืน', '8000', 'บาท', 'หมดสัญญา', 'กค', '2566', 'ห้อง', 'สไตล์', 'loft', 'ผนัง', 'สี', 'ขาว', 'สี', 'ห้อง', 'เหมือน', 'รูป', 'ชั้น', '1', 'ห้อง', 'เดือน', '5500', '฿', 'ค่าน้ำ', '8', '฿', 'ไฟ', '18', '฿', 'ขั้นต่ำ', 'มีค่า', 'ส่วนกลาง', 'กุญแจ', 'คีย์', 'การ์ด', '2', 'ชุด', 'เสียเงิน', 'มีระบบ', 'รักษา', 'ความปลอดภัย', 'keycard', 'รปภ', 'หน้า', 'หอ', 'เวลา', 'กลางคืน', 'บันไดหนีไฟ', 'กลาง', 'หอ', 'ชั้น', 'free', 'wifi', '1', 'user', 'ใช้ได้', '4', 'เครื่อง', 'เครื่องซักผ้า', 'ชั้น', 'เครื่องกรองน้ำ', 'ฟรี', 'ชั้น', '1', 'จ่าย', 'ค่าเช่า', 'วันที่', '5', 'น้ำขวด', 'ฟรี', '1', 'แพ', 'ค', 'ที่นั่ง', 'ส่วนกลาง', 'โต๊ะกินข้าว', 'โต๊ะ', 'หน้า', 'หอ', 'โต๊ะ', 'สวน', 'โซฟา', 'เครื่องใช้ไฟฟ้า', 'ห้อง', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ทีวี', 'led', 'ตู้เย็น', 'เฟอร์นิเจอร์', 'เตียง', '35', 'ฟุต', '2', 'เตียง', 'โซฟา', '2', 'ที่นั่ง', 'โต๊ะเขียนหนังสือ', 'เก้าอี้', '2', 'ที่นั่ง', 'ตู้เสื้อผ้า', 'บิ้ว', 'อิน', '2', 'ฝั่ง', 'อ่าง', 'ล้างจาน', 'ชั้นวางของ', 'ระเบียง', 'ราวตากผ้า', 'ตัว', 'ห้องน้ำ', 'แบ่ง', 'โซน', 'เปียก', 'โซน', 'แห้ง', 'วาง', 'สำหรับ', 'อาบน้ำ', 'เข้าเดือน', 'มกราคม', 'สนใจ', 'inbox', 'รูป', 'สอบถาม']",https://m.facebook.com/photo/view_full_size/?fbid=1287978131953025&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-10-31 20:06:02,Naruetep Jomkoh,100000437010777,ประกาศของหาย,"['บัตร', 'ประชา', 'ขน', 'หาย', 'ร้าน', 'ทอด', 'north', 'zome', 'food', 'center', 'ตรงข้าม', '711', 'หอ', 'st', 'place']",https://m.facebook.com/photo/view_full_size/?fbid=5975814575776384&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY8iyHhI-YVO7B66NreR4kXlSPeauxPlhGAAC8wa32spNjtY_FXvIeq8sWsR6siiPwUE0c6UvA3W_U12Qo1kECHaAhA973RBQmY19z3b0JSTho_4B1b8e7K60WrSgxpt5PPelQOX3nk47pF65DQNLmqooHWyjLLd_8vnQUJuWNG8-wXiuq18n_L4yg7fTWXIyxbl5-O0qNWE0XMeNAIijJB4laSm28rmJBv-hatBe9Sd8VBWMhU3Z1_mkL3i1uiWuZnHygp5P-VKZeA64S_J3b2qfCQ8Ln5szxmi_egrd1S7LvGzcdbaCWgYnIBjf40M9HlkHsG89zql8PMfS3Z7ipgI-EC1BJ52Yqu27dglSG5FuizYZwK84vGuOC5PdZ7ntFQVkCcXUlIqMnE9ANGyoVLmCPiWw1qQfTxKKyO7aqQQj_z5WZLY5GrRwbR7tJEwexCBCfUt89k6Ucq6GF-ShrxOc0_-hVJf-h3Chgj3_pce5uDKwT7_yxHR2KuxOZ6riYFlat51qWAZeoDcJPpmxJcX48RC9Rjoa8rTWM_yLvK-ptH20ohIMKdodM_PyA-W1Zk0MBLPJyvgzy9hbxJNkegJdA6HHu_gMWVvHsLJne6C5uwv4_sh-hI1FWiqTCinyLDkNzcN27vxbiNsbWGHX_H__8if1Lcf9w4u3DIUhViDfEx08ATpjbfnaSaVfByooySo7goslKJW8amy0ME78d-bckZquHCLxiwCvSLju63Jnn42TuZdPldJRXYSTxVakbFr-dhcGWk7KKvsbJWeh44wgYbcJkFmLuliSJItbXiDFWV_e5ZR-xcDybaSy9gH8Mu6xlSUhq-HDhWk9DF04m5rrpV6JjcLPIjtbhvf21dCwidsa-n_JWpiJGGBs4kCfNK-rAQW3YELvnFV4ytssI-o4YFQ9WUf-rV0knBbKLzrSRMXN6v0AawPLYut1X6XaG4Vjn9oh2j_dhgrvuSna1WPFtmii5ePACVz2PiSnbcOfO88L8MIDM4lrdwiVypRq2bPDKmc3J-XA7uvWB3Ob83Qzxj82NeVzhIU0FEY-ZJO8t5uExDI6kKCrRkvrbAzsAOe19T-MbUBFjObRVBCKNzAnMvfLZuESyAQzNIvF9A&__tn__=%2Cg
2022-10-31 19:14:02,Yada Buaseega,100001581098292,ประกาศของซื้อขาย,"['ขาย', 'สัญญา', 'หอพัก', 'หญิง', 'ak', 'หอ', 'ประตู', 'มมาก', 'ก', 'เดินนา', 'ห้องพัก', 'สะอาด', 'เจ้าของ', 'หอ', 'ใจดี', 'เป็นกันเอง', '1', 'ธค', '65', 'ขาย', '7000', 'บาท', 'สัญญา', 'พค', '66', 'ได้เงิน', 'คืน', '8000', 'ห้อง', '4800', 'เดือน', 'ค่าน้ำ', '18', 'ไฟ', '8', 'บริการ', 'หอ', 'รักษา', 'ความปลอดภัย', 'ระบบ', 'คีย์', 'การ์ด', 'ฟรี', 'wifi', 'เตียง', '35', 'ฟุต', 'เตียง', 'โต๊ะ', 'เก้าอี้', 'ทำงาน', 'ตู้เสื้อผ้า', 'เครื่องทำน้ำอุ่น', 'แอร์', 'ไมโครเวฟ', 'เครื่อง', 'ต้ม', 'น้ำร้อน', 'ฟรี', 'ส่วนกลาง', 'เครื่องซักผ้า', 'ตู้', 'กดน้ำ', 'หยอด', 'เหรียญ', 'พื้นที่', 'หน้า', 'หอ', 'นั่ง', 'ทำงาน', 'สอบถาม', 'รายละเอียด', 'น้า']",https://m.facebook.com/photo/view_full_size/?fbid=5689299904465990&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY_TkbHMMeRsYV_pt2NUCg9-2Zcc1Q5877q48NZWQuZS_sbWwvNNS5q9fYZjf-mUiGV7-_-lNeOTSrEEGawRCj_R7I3u4wewdCs6fbq0Kpyy2M_Ydr2OYcrxZizzwc3uHyHFCKav2NuxpAhHZRVdxMZynoYUKa276zJ19714ZmPYx58y2QLv8x2TdG5hRu2x0ebgQBMauYzG0WDILoTzmyCVffbY5T4l8auf_m3VBUDqw2qiL0oLGp0BbQGlFdl4brb_BmDYggLfhnedaCovjLOnPjAjLPEZuTCBlMtoeBLu3tScQu2jF_G3DaFf0qhJL1eBhQL7OaYoyG7i0Bj8ab5EvLD1TacRBNcACbGkQUvJpttNRSeocC6al3CfRJC4m8vXVVVJUZd3VUFAtIRy2KFzpJ4R-sjDvaonAQUnt691NKf0lyOi_UVFeOhzTMPWgSFYU7_c-b7SQMBXOIyimbQ1IAmzQcaZhnk1wP3_VK7Sw3-V_NZyGpdGWLpF43SP2HqJ7eVZdedn2HPhOiUhc1WchqeZgT_ESt149EkM-6MkXKy237SR59gtrUikqqYKqhtMbYKIIkem7Ew0E_qw6Pv36kpY-_FD-mLGCXqh_lxiVSmGeG00O00e0elvu9NJOAdmeVyYN54tCXdtwJ5-PUJ4D-vkck_oHuVT84qgjMd1SF3aTw-9zG4YTPzSuhoCWFhoXkOHju7MOAS-TjKy6xLLHZc8WzE2nfkm15u7ZMgtzJ9WmIjcUpMBBVk-OLEkUo3otSPUh13EmkdmTq3rucBm24k5f_74EV2vS7maUTMe9FCqP1jIGCHOqErqV4ndZiKlTHWLyC_xuzCnkn8jHyZXELTT0WsDucSEalZzfHu87bWlxC4HAWTbTyBunMbk4wzj84rpS0OXnslJ4d833nf8WW94r-jSRF9QgI1onYZZgYz7y7geiSUhPOyXhFFy4vfEXtLJHsAoE8VlZ7lzCh8AHTFs54QfpaRTcHADSfEwLUYfunBkY3VC8v3q3XMRgCIYczjOvMGAADwj9_c4llu_AdCvTSznIMNm3uygE95y49xKLevPmj-Tt4wDHdJFqMUhkMISgFaUsfkSWQvnBL-j1hFEWZGA-RR9DLJYgo0&__tn__=%2Cg
2022-10-30 17:49:24,Ma'ya May,100009374993981,ประกาศของซื้อขาย,"['ขาย', 'ตู้เย็น', 'มือสอง', 'สภาพ', 'รูป', 'ใช้งาน', 'ปกติ', '800', 'บาท', 'วงศ์', 'สว่าง', 'ซอย', '11']",https://m.facebook.com/photo/view_full_size/?fbid=3483205592001906&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
2022-10-30 12:43:03,Montira,100006558720036,ประกาศของซื้อขาย,"['ส่งต่อ', 'เครื่องคิดเลข', 'สภาพ', 'ดีมาก', 'สอบ', 'อยู่ดี', 'ขออนุญาต', 'ส่งต่อ', '450', 'นัด', 'มอ']",https://m.facebook.com/photo/view_full_size/?fbid=3332476990314226&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY8DrGGAAODAIQpCtWeMCMQE4B2imIoD1HKQ_BhGkKDoIo1G0H8pUhmwfCC66Dp_WFkNeSZAXLLv-0I0rR_XQBazYAwfr0XS8VXJjPgSJpL6A6uAtuooIQE2C2kqe7IN9VkhCF9FV6ZR76XfgddB6Rpz3wQX9uY2iS4DGkuKOhpV1OWfccGLZ_nyeRP0BZ0XOLByt-vn7z6zPctvfHJKDyUC3EximBMOEMYmtEP1x4UgwPY1Kv-NrBXRho9xqaghfJVXqrbg-USsfgeown6g4cvIJvg_oGc-w6kmAMDjuDKn3bX5epR5pQTuFzugqMeRbk4NHHp5IExUvlaZqxhNkugjkToKIVBhfZYaD63AS9aTmAscLOtRK1bn9veLjrXoT0W-HLcMNcXbol10PdIHpRn_EO2Z77Rd1_3ROAm8VYIgVTNF3hEMm3JUVRQziV9bCNVFT3hGqvHo2Uz9NckcnIt0jwIfMGpcxhBwFEG4MCZEqv85AmoBhy0_YjxUsaaWpCrDE19vW5a6183YUOZLt9ITDYLNfvJFm1Tzm5paWU6-IvzvkECvAevBdTOAU_0QtCZA-i7zYDND7V1imxlT73m9IRsNRtJmmA-EPFV4V-Q48p-7SfGtac-\-\xSl8z5n-PWAmHLpFs3K5jO4Mcln60YcYP1STZcaujNLnNNs_ymJwdiEXf5ZQnNPPfMnjsLmpAFJmf8YvCflWuZhdemmON3FVC9HrR9LFdZk6EFnWHJKMBoRxpHyTy6gRRJk5zXbTiwQL_ufnYPzvn_vU0u06esK1mIYQ4sf06faGmqyU6i28XJgLM7CMVnQtchDFplNFIG13oXjMef4X97OwDGSxOnrXo2h240qmIDfzgGc3IP85JQlOMs0-45Bc24fybWa_a5YZj9LHzjDiYlqwiN34quKQ7Y2X-Xy4BDdNAoQY58oVMeVX1gDCkhytRXgVbMn3m55qJIknXmVzwwKyvjogUWm-soJhnTXZapWdaLGLzIRZqyxjO8SBUfSu5DiKQqP3enXfligJEd6NKwvAFt7a7ifGKeSCGXRtuZCeoR53Ox8H00BN0ip5sgQJ0ES7AyoMQLcBnbPkTtOGAZbKtoi7g1Acf7koyxyL787hAqBtktY&__tn__=%2Cg
