,date_time,username,user_id,post_type,text,image
0,2022-10-26 10:22:49,MaxNum Athikan,100025032878244,ประกาศของหาย,"['sound', 'peac', 'h', '1', 'ซ้าย', 'หาย', 'สถานที่', 'มอ', 'เจอ', 'รบกวน', 'ทัก', 'ขอบคุณ']",https://scontent.fbkk2-4.fna.fbcdn.net/v/t39.30808-6/313164733_1252680845576333_7192604633986785740_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=101&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGxo9M-QYtMxA3i95zUVm8L-vreYVgGJGb6-t5hWAYkZr0yvBpcZNYZUm-kO_NCm1NmBsP9DTO8u2AOwYyUENK-&_nc_ohc=0Y7kw9ygr64AX_4WEkn&_nc_ht=scontent.fbkk2-4.fna&oh=00_AfBWNwsDh_K6mzGmgks-S9e51hJ7WGC3xel_Dw1lFmxNyw&oe=635F1459&manual_redirect=1
1,2022-10-27 11:55:42,Gear Threerapat,100023830118139,ประกาศของซื้อขาย,"['ขออนุญาต', 'ขาย', 'รองเท้า', 'adida', 'disney', 'ค้าบ', '3', 'เดือน', 'สกปรก', 'ค้าบ', 'ล้าง', '500', 'บาท', 'มอ', 'มอ', 'คอนโด', 'ลุ', 'ม', 'กล่อง', 'หาย']",https://scontent.fbkk2-5.fna.fbcdn.net/v/t39.30808-6/313189918_1339456146858710_5849227221693578010_n.jpg?stp=cp1_dst-jpg_e15_fr_q65&_nc_cat=110&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEAHxudhIsa1uOV-NgQkKwh6Xtx7_0OR__pe3Hv_Q5H_4dexZNtMpOSrJJu7an0lbaDU9Gwtomnoxeq2biviBzC&_nc_ohc=4HL8S3hX9kAAX_foYOT&_nc_oc=AQn-33Y1WWCfzyFJ276J8w_A4K3nPUimmF7PX_ecC0JX1dwwk_UsWX2S_zl2vicqm3l_xbuFybI79mn12VesnERL&_nc_ht=scontent.fbkk2-5.fna&oh=00_AfCFocFhkU4-fUHQVyoHv17LJJopdKRmFieXbTLZTVFzXg&oe=635E9445&manual_redirect=1
2,2022-10-26 13:48:54,Dxm Wirapat,100004217527340,ประกาศของหาย,"['ลืม', 'ร้าน', 'น้ำ', 'ซอย', 'วัด', 'กำแพง', 'ติดต่อ']",
3,2022-10-24 21:14:17,Peemai Kornkanok,100015072096925,ประกาศของซื้อขาย,"['ขาย', 'เครื่องบดกาแฟ', 'ซื้อ', '2600', 'ขายต่อ', '1900', 'ม', 'สภาพ', 'นางฟ้า', 'รูป', 'คับบ', 'น้อง', 'ซื้อ', 'กิน', 'เป็นส่วนใหญ่', 'แถม', 'กาแฟ', 'ปุก', 'แฟ', '100', 'g', 'คั่ว', 'เข้ม', 'นัด', 'รับได้', 'aspir', 'วงศ์', 'สว่าง', 'ม', 'ให้ได้']",https://scontent.fbkk2-7.fna.fbcdn.net/v/t39.30808-6/311686334_1484783195367403_196802308101626419_n.jpg?stp=cp1_dst-jpg_e15_fr_q65&_nc_cat=108&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFCE1JgeDczhPe2Dspm8CyLwj-HLIpiZarCP4csimJlqh8EmLdCjuMiZot6jlZx0cr3h8ZY4uQbi2VyOwckkXdZ&_nc_ohc=X9G7o1JFpP4AX__OT6G&_nc_ht=scontent.fbkk2-7.fna&oh=00_AfAqNnF6PV_T162ZddOz2AEerQIZva4cfMM76E0TUnENkg&oe=635EA3F7&manual_redirect=1
4,2022-10-26 11:09:58,Patiphan Yootasa,100015065507906,ประกาศของหาย,"['ตามหา', 'airpod', 'ภาพ', 'เคส', 'สี', 'ดำ', 'หูฟัง', 'ข้างใน', 'เครื่อง', 'เปล่าๆ', 'ตัว', 'หูฟัง', 'ผม', 'หาย', 'ตึก', '52', 'ขอบคุณ']",https://scontent.fbkk2-4.fna.fbcdn.net/v/t39.30808-6/313193065_1490612071450962_1005354288460363427_n.jpg?stp=cp1_dst-jpg_e15_fr_q65&_nc_cat=101&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeF0-raUR8WVrNuG8OtSb8lWU3gk2xSsS1dTeCTbFKxLV9VnV92FSbUTjJb2gQAHqvopI3Q4eH8jG_Vp2siqiawt&_nc_ohc=pHlTt9p8nqoAX9sxO5h&_nc_oc=AQmhxwqeQoO_TzkmuZ6erNYWsaV9VUMhChWsxLaoO5PSEumsT268hB1nzfGR9GiVg9AItcZvmqimpZEjufDIic-E&_nc_ht=scontent.fbkk2-4.fna&oh=00_AfC8OZqfTDe4_8G_yUMmaWQirAv6y0X2w4N0n_jxTEmi5g&oe=635EA3C4&manual_redirect=1
5,2022-10-25 22:11:18,Panusorn Tonghattha,100005008452606,ประกาศของซื้อขาย,"['เบอร์', 'ร้าน', 'ลุง', 'ขาย', 'คอ', 'หมู', 'ย่าง', 'ไส้', 'ย่าง', 'วัด', 'ไหม', 'โทร', 'ถาม', 'แน่ใจ', 'ก่อนที่จะ', 'ซื้อ', 'เค้า', 'ป่าว']",
6,2022-10-23 23:34:57,KMUTNB Community,293635412908263,ประกาศของซื้อขาย,"['ส่งต่อ', 'workbook', 'phi', 'ไหม']",https://scontent.fbkk2-4.fna.fbcdn.net/v/t39.30808-6/312875718_375888588016278_6754269389155009949_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=101&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeG5nzbldMFpsSvpp95fUTD-07gWE1PjPsrTuBYTU-M-yoZ8yhu4QFQsnDfA-C9kla6RBFmVcPo5iIZOI5MUrzi-&_nc_ohc=HQ_Gf_tDOZYAX9uJcsK&_nc_ht=scontent.fbkk2-4.fna&oh=00_AfDHsArpr_Scnbgqh-z2w2fzi1rZ64dwHp1Mbd-toijv3g&oe=635FA693
7,2022-10-25 13:37:57,Pattarapaporn Kijmongkolchai,100007939998840,ประกาศของหาย,"['สอบถาม', 'ถอน', 'วิชา', 'เรียน', 'วิชา', 'นึง', 'ตารางเรียน', 'วิชา', 'หาย', 'วิชา', 'โผล่', 'เลข', 'ที่นั่ง', 'สอบ', 'ทำ']",
8,2022-10-25 19:15:47,Fon Kwr,100001502436256,ประกาศของหาย,"['ทำ', 'หล่น', 'ทัก', 'รับคืน']",https://scontent.fbkk2-5.fna.fbcdn.net/v/t39.30808-6/311883132_5820329534693737_2371195975188677789_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=110&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGGX4WzPbQsvjN6g-8kg4nNHJOWz3DlUlIck5bPcOVSUrwUABe1CXvTo06zlNo09-FIRduj39NYweVtLcI8mKVE&_nc_ohc=6yVm19lg0JAAX-t-C2V&_nc_oc=AQntHueTXegLYijVH_2RWoG2uB5cBsnkf0alH91gUwXxhQsQiSLamuFLyBklZFbBVVFF7FFvZaMmvpAC-hWSQhwM&_nc_ht=scontent.fbkk2-5.fna&oh=00_AfDZJiMl6SWs-o172NRiJU-oRATO0MQEhdda5l1MyVJZ3w&oe=635F5FD4&manual_redirect=1
9,2022-10-06 19:14:15,Pimolphan Saisuwan,100012798491239,ประกาศของซื้อขาย,"['ขาย', '‼', 'ขาย', 'สัญญา', 'หอ', 'kin', 'hous', '‼', 'สัญญา', '8000', 'บาท', 'เข้าเดือน', '5500', 'บาท', '13500', 'บาท', 'ตอน', 'หมดสัญญา', 'ได้คืน', '8000', 'บาท', 'หมดสัญญา', 'กค', '2566', 'ห้อง', 'สไตล์', 'loft', 'ผนัง', 'นึง', 'สีแดง', 'ส้ม', 'สี', 'ห้อง', 'เหมือน', 'รูป', 'ห้อง', 'เดือน', '5500', '฿', 'ค่าน้ำ', '8', '฿', 'ไฟ', '18', '฿', 'ขั้นต่ำ', 'มีค่า', 'ส่วนกลาง', 'กุญแจ', 'คีย์', 'การ์ด', '2', 'ชุด', 'เสียเงิน', 'มีระบบ', 'รักษา', 'ความปลอดภัย', 'keycard', 'รปภ', 'หน้า', 'หอ', 'เวลา', 'กลางคืน', 'บันไดหนีไฟ', 'กลาง', 'หอ', 'ชั้น', 'free', 'wifi', '1', 'user', 'ใช้ได้', '4', 'เครื่อง', 'เครื่องซักผ้า', 'ชั้น', 'เครื่องกรองน้ำ', 'ฟรี', 'ชั้น', '1', 'จ่าย', 'ค่าเช่า', 'วันที่', '5', 'น้ำขวด', 'ฟรี', '1', 'แพ', 'ค', 'ที่นั่ง', 'ส่วนกลาง', 'โต๊ะกินข้าว', 'โต๊ะ', 'หน้า', 'หอ', 'โต๊ะ', 'สวน', 'โซฟา', 'เครื่องใช้ไฟฟ้า', 'ห้อง', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ทีวี', 'led', 'ตู้เย็น', 'เฟอร์นิเจอร์', 'เตียง', '35', 'ฟุต', '2', 'เตียง', 'โซฟา', '2', 'ที่นั่ง', 'โต๊ะเขียนหนังสือ', 'เก้าอี้', '2', 'ที่นั่ง', 'ตู้เสื้อผ้า', 'บิ้ว', 'อิน', '2', 'ฝั่ง', 'อ่าง', 'ล้างจาน', 'ชั้นวางของ', 'ระเบียง', 'ราวตากผ้า', 'ตัว', 'ห้องน้ำ', 'แบ่ง', 'โซน', 'เปียก', 'โซน', 'แห้ง', 'วาง', 'สำหรับ', 'อาบน้ำ', 'สนใจ', 'inbox', 'รูป', 'สอบถาม']",https://scontent.fbkk2-6.fna.fbcdn.net/v/t39.30808-6/310105501_1561354217634513_733235564319289077_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=107&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFWpmHRPlreadaVeswOTNub4QNM8aeo__3hA0zxp6j__TZqKaU-z16u499pgdecsT_R25tsBg8JJv6UFgqFJ6IO&_nc_ohc=okWtqWqwrqAAX8q6sjJ&_nc_ht=scontent.fbkk2-6.fna&oh=00_AfAVyNHlElvlLJRWoxnQzjSfBWx2M2UTiIEUAOUsWxGwBg&oe=635FFBB0&manual_redirect=1
